"Date","GSPC.Close","VIX.Close"
2020-01-02,3257.85009765625,12.4700002670288
2020-01-03,3234.85009765625,14.0200004577637
2020-01-06,3246.28002929688,13.8500003814697
2020-01-07,3237.17993164062,13.789999961853
2020-01-08,3253.05004882812,13.4499998092651
2020-01-09,3274.69995117188,12.539999961853
2020-01-10,3265.35009765625,12.5600004196167
2020-01-13,3288.1298828125,12.3199996948242
2020-01-14,3283.14990234375,12.3900003433228
2020-01-15,3289.2900390625,12.4200000762939
2020-01-16,3316.81005859375,12.3199996948242
2020-01-17,3329.6201171875,12.1000003814697
2020-01-20,NA,NA
2020-01-21,3320.7900390625,12.8500003814697
2020-01-22,3321.75,12.9099998474121
2020-01-23,3325.5400390625,12.9799995422363
2020-01-24,3295.46997070312,14.5600004196167
2020-01-27,3243.6298828125,18.2299995422363
2020-01-28,3276.23999023438,16.2800006866455
2020-01-29,3273.39990234375,16.3899993896484
2020-01-30,3283.65991210938,15.4899997711182
2020-01-31,3225.52001953125,18.8400001525879
2020-02-03,3248.919921875,17.9699993133545
2020-02-04,3297.59008789062,16.0499992370605
2020-02-05,3334.68994140625,15.1499996185303
2020-02-06,3345.78002929688,14.960000038147
2020-02-07,3327.7099609375,15.4700002670288
2020-02-10,3352.09008789062,15.039999961853
2020-02-11,3357.75,15.1800003051758
2020-02-12,3379.44995117188,13.7399997711182
2020-02-13,3373.93994140625,14.1499996185303
2020-02-14,3380.15991210938,13.6800003051758
2020-02-17,NA,NA
2020-02-18,3370.2900390625,14.8299999237061
2020-02-19,3386.14990234375,14.3800001144409
2020-02-20,3373.22998046875,15.5600004196167
2020-02-21,3337.75,17.0799999237061
2020-02-24,3225.88989257812,25.0300006866455
2020-02-25,3128.2099609375,27.8500003814697
2020-02-26,3116.38989257812,27.5599994659424
2020-02-27,2978.76000976562,39.1599998474121
2020-02-28,2954.21997070312,40.1100006103516
2020-03-02,3090.22998046875,33.4199981689453
2020-03-03,3003.3701171875,36.8199996948242
2020-03-04,3130.1201171875,31.9899997711182
2020-03-05,3023.93994140625,39.6199989318848
2020-03-06,2972.3701171875,41.939998626709
2020-03-09,2746.56005859375,54.4599990844727
2020-03-10,2882.22998046875,47.2999992370605
2020-03-11,2741.3798828125,53.9000015258789
2020-03-12,2480.63989257812,75.4700012207031
2020-03-13,2711.02001953125,57.8300018310547
2020-03-16,2386.1298828125,82.6900024414062
2020-03-17,2529.18994140625,75.9100036621094
2020-03-18,2398.10009765625,76.4499969482422
2020-03-19,2409.38989257812,72
2020-03-20,2304.919921875,66.0400009155273
2020-03-23,2237.39990234375,61.5900001525879
2020-03-24,2447.330078125,61.6699981689453
2020-03-25,2475.56005859375,63.9500007629395
2020-03-26,2630.07006835938,61
2020-03-27,2541.46997070312,65.5400009155273
2020-03-30,2626.64990234375,57.0800018310547
2020-03-31,2584.59008789062,53.5400009155273
2020-04-01,2470.5,57.060001373291
2020-04-02,2526.89990234375,50.9099998474121
2020-04-03,2488.64990234375,46.7999992370605
2020-04-06,2663.67993164062,45.2400016784668
2020-04-07,2659.40991210938,46.7000007629395
2020-04-08,2749.97998046875,43.3499984741211
2020-04-09,2789.82006835938,41.6699981689453
2020-04-10,NA,NA
2020-04-13,2761.6298828125,41.1699981689453
2020-04-14,2846.06005859375,37.7599983215332
2020-04-15,2783.36010742188,40.8400001525879
2020-04-16,2799.55004882812,40.1100006103516
2020-04-17,2874.56005859375,38.1500015258789
2020-04-20,2823.15991210938,43.8300018310547
2020-04-21,2736.56005859375,45.4099998474121
2020-04-22,2799.31005859375,41.9799995422363
2020-04-23,2797.80004882812,41.3800010681152
2020-04-24,2836.73999023438,35.9300003051758
2020-04-27,2878.47998046875,33.2900009155273
2020-04-28,2863.38989257812,33.5699996948242
2020-04-29,2939.51000976562,31.2299995422363
2020-04-30,2912.42993164062,34.1500015258789
2020-05-01,2830.7099609375,37.189998626709
2020-05-04,2842.73999023438,35.9700012207031
2020-05-05,2868.43994140625,33.6100006103516
2020-05-06,2848.419921875,34.1199989318848
2020-05-07,2881.18994140625,31.4400005340576
2020-05-08,2929.80004882812,27.9799995422363
2020-05-11,2930.18994140625,27.5699996948242
2020-05-12,2870.1201171875,33.0400009155273
2020-05-13,2820,35.2799987792969
2020-05-14,2852.5,32.6100006103516
2020-05-15,2863.69995117188,31.8899993896484
2020-05-18,2953.90991210938,29.2999992370605
2020-05-19,2922.93994140625,30.5300006866455
2020-05-20,2971.61010742188,27.9899997711182
2020-05-21,2948.51000976562,29.5300006866455
2020-05-22,2955.44995117188,28.1599998474121
2020-05-25,NA,NA
2020-05-26,2991.77001953125,28.0100002288818
2020-05-27,3036.1298828125,27.6200008392334
2020-05-28,3029.72998046875,28.5900001525879
2020-05-29,3044.31005859375,27.5100002288818
2020-06-01,3055.72998046875,28.2299995422363
2020-06-02,3080.82006835938,26.8400001525879
2020-06-03,3122.8701171875,25.6599998474121
2020-06-04,3112.35009765625,25.8099994659424
2020-06-05,3193.92993164062,24.5200004577637
2020-06-08,3232.38989257812,25.8099994659424
2020-06-09,3207.17993164062,27.5699996948242
2020-06-10,3190.13989257812,27.5699996948242
2020-06-11,3002.10009765625,40.7900009155273
2020-06-12,3041.31005859375,36.0900001525879
2020-06-15,3066.59008789062,34.4000015258789
2020-06-16,3124.73999023438,33.6699981689453
2020-06-17,3113.48999023438,33.4700012207031
2020-06-18,3115.34008789062,32.939998626709
2020-06-19,3097.73999023438,35.1199989318848
2020-06-22,3117.86010742188,31.7700004577637
2020-06-23,3131.2900390625,31.3700008392334
2020-06-24,3050.330078125,33.8400001525879
2020-06-25,3083.76000976562,32.2200012207031
2020-06-26,3009.05004882812,34.7299995422363
2020-06-29,3053.23999023438,31.7800006866455
2020-06-30,3100.2900390625,30.4300003051758
2020-07-01,3115.86010742188,28.6200008392334
2020-07-02,3130.01000976562,27.6800003051758
2020-07-03,NA,NA
2020-07-06,3179.71997070312,27.9400005340576
2020-07-07,3145.32006835938,29.4300003051758
2020-07-08,3169.93994140625,28.0799999237061
2020-07-09,3152.05004882812,29.2600002288818
2020-07-10,3185.0400390625,27.2900009155273
2020-07-13,3155.21997070312,32.189998626709
2020-07-14,3197.52001953125,29.5200004577637
2020-07-15,3226.56005859375,27.7600002288818
2020-07-16,3215.57006835938,28
2020-07-17,3224.72998046875,25.6800003051758
2020-07-20,3251.84008789062,24.4599990844727
2020-07-21,3257.30004882812,24.8400001525879
2020-07-22,3276.02001953125,24.3199996948242
2020-07-23,3235.65991210938,26.0799999237061
2020-07-24,3215.6298828125,25.8400001525879
2020-07-27,3239.40991210938,24.7399997711182
2020-07-28,3218.43994140625,25.4400005340576
2020-07-29,3258.43994140625,24.1000003814697
2020-07-30,3246.21997070312,24.7600002288818
2020-07-31,3271.1201171875,24.4599990844727
2020-08-03,3294.61010742188,24.2800006866455
2020-08-04,3306.51000976562,23.7600002288818
2020-08-05,3327.77001953125,22.9899997711182
2020-08-06,3349.15991210938,22.6499996185303
2020-08-07,3351.28002929688,22.2099990844727
2020-08-10,3360.46997070312,22.1299991607666
2020-08-11,3333.68994140625,24.0300006866455
2020-08-12,3380.35009765625,22.2800006866455
2020-08-13,3373.42993164062,22.1299991607666
2020-08-14,3372.85009765625,22.0499992370605
2020-08-17,3381.98999023438,21.3500003814697
2020-08-18,3389.78002929688,21.5100002288818
2020-08-19,3374.85009765625,22.5400009155273
2020-08-20,3385.51000976562,22.7199993133545
2020-08-21,3397.15991210938,22.5400009155273
2020-08-24,3431.28002929688,22.3700008392334
2020-08-25,3443.6201171875,22.0300006866455
2020-08-26,3478.72998046875,23.2700004577637
2020-08-27,3484.55004882812,24.4699993133545
2020-08-28,3508.01000976562,22.9599990844727
2020-08-31,3500.31005859375,26.4099998474121
2020-09-01,3526.64990234375,26.1200008392334
2020-09-02,3580.84008789062,26.5699996948242
2020-09-03,3455.06005859375,33.5999984741211
2020-09-04,3426.9599609375,30.75
2020-09-07,NA,NA
2020-09-08,3331.84008789062,31.4599990844727
2020-09-09,3398.9599609375,28.8099994659424
2020-09-10,3339.18994140625,29.7099990844727
2020-09-11,3340.96997070312,26.8700008392334
2020-09-14,3383.5400390625,25.8500003814697
2020-09-15,3401.19995117188,25.5900001525879
2020-09-16,3385.48999023438,26.0400009155273
2020-09-17,3357.01000976562,26.4599990844727
2020-09-18,3319.46997070312,25.8299999237061
2020-09-21,3281.06005859375,27.7800006866455
2020-09-22,3315.57006835938,26.8600006103516
2020-09-23,3236.919921875,28.5799999237061
2020-09-24,3246.59008789062,28.5100002288818
2020-09-25,3298.4599609375,26.3799991607666
2020-09-28,3351.60009765625,26.1900005340576
2020-09-29,3335.46997070312,26.2700004577637
